,Number_PP,Name,Full_name,Owners_name,Kind,Price,Qty_stock,Remaining_amount
233,352,Дверь ДП-02-(ЕI60) 2180х1600,Дверь ДП-02-(ЕI60) 2180х1600,Строительные товары двери,Товар,84.83,335.28418,5
234,353,Дверь ДП-02(ЕI60) 2200х1800,Дверь ДП-02(ЕI60) 2200х1800,Строительные товары двери,Товар,59.69,203.12117,7
235,354,Дверь ДП-02-(ЕI60) 2220х1680,Дверь ДП-02-(ЕI60) 2220х1680,Строительные товары двери,Товар,9.28,135.1252,8
236,355,Дверь ДП-02-(ЕI60) 2280х1170,Дверь ДП-02-(ЕI60) 2280х1170,Строительные товары двери,Товар,83.22,216.17975,52
237,356,Дверь ДП-02-(ЕI60) 2280х1420,Дверь ДП-02-(ЕI60) 2280х1420,Строительные товары двери,Товар,6.31,743.4688,33
238,357,Дверь ДП-02(ЕI60) 2400х1820,Дверь ДП-02(ЕI60) 2400х1820,Строительные товары двери,Товар,25.6,19968.0,780
239,360,Дверь ДП-02-(ЕIS60) 2070х1280,Дверь ДП-02-(ЕIS60) 2070х1280,Строительные товары двери,Товар,46.63,35.1632,5
240,361,Дверь ДПО-01(ЕI60),Дверь ДПО-01(ЕI60),Строительные товары двери,Товар,26.29,370.9727,3
241,362,Дверь ДПО-01(ЕI60) 2060х1090,Дверь ДПО-01(ЕI60) 2060х1090,Строительные товары двери,Товар,98.92,204.20179,68
242,363,Дверь ДПО-01(ЕI60) 2060х1100,Дверь ДПО-01(ЕI60) 2060х1100,Строительные товары двери,Товар,46.79,545.255,55
243,364,Дверь ДПО-02(ЕI60),Дверь ДПО-02(ЕI60),Строительные товары двери,Товар,10.25,517.5299,25
244,365,Детские коврики,,Ковролин,Товар,1.48,435.64300000000003,8
245,366,Детские коврики LUCKY,Детские коврики LUCKY,Ковролин УРГАЗ (Узбекистан),Товар,41.77,821.34293,17
246,367,Детские коврики Велюр,Детские коврики Велюр,Детские коврики,Товар,21.42,792.1696400000001,64
247,370,Детские коврики Киндер,Детские коврики Киндер,Ковролин БРЕСТ (Беларусь) ,Товар,48.2,896.4318699999999,2
248,371,Детские коврики Киндер микс,Детские коврики Киндер микс,Ковролин БРЕСТ (Беларусь) ,Товар,79.23,116.919,68
249,372,Детские коврики Медведи 500 0.7*1.0 2Y (0.7),Детские коврики Медведи 500 0.7*1.0 2Y (0.7),Детские коврики,Товар,21.59,705.1522,95
250,373,Детские коврики Принт,Детские коврики Принт,Детские коврики,Товар,94.89,982.9318099999999,98
251,374,Дизайн-макет визитки,Дизайн-макет визитки,Услуги,Услуга,22.2,396.8719,92
252,375,Диск CD-R,Диск CD-R,Материалы,Материал,46.26,210.9714,6
253,376,Доводчик,Доводчик,Строительные товары двери,Товар,51.44,352.18106,88
254,377,Дозатор,Дозатор,Строительные товары двери,Товар,91.53,286.26177,58
255,400,Дорожка MEDIO,Дорожка MEDIO,Ковролин Украина,Товар,61.7,137.8452,9
256,401,Дорожка без дизайна,,Ковролин,Товар,47.82,358.17118999999997,56
257,402,Дорожка без дизайна,Дорожка без дизайна,Дорожка без дизайна,Товар,80.3,271.21688,13
258,403,Дорожка Ирбис,Дорожка Ирбис,Ковролин БРЕСТ (Беларусь) ,Товар,85.94,669.57493,86
259,404,Дорожка обработанная,,Ковролин,Товар,33.21,730.24243,3
260,405,Дорожка обработанная,Дорожка обработанная,Дорожка обработанная,Товар,85.88,891.7651900000001,8
261,406,Дорожка обработанная Азалия 170 1.8м 1Y (63),Дорожка обработанная Азалия 170 1.8м 1Y (63),Дорожка обработанная,Товар,57.11,695.3969099999999,45
262,407,Дорожка обработанная Азалия 170 1.8м 1Y (64.8),Дорожка обработанная Азалия 170 1.8м 1Y (64.8),Дорожка обработанная,Товар,94.31,998.94121,38
263,410,Дорожка обработанная Анжела 500 1.3м 1Y (45.5),Дорожка обработанная Анжела 500 1.3м 1Y (45.5),Дорожка обработанная,Товар,55.13,320.17641000000003,6
264,411,Дорожка обработанная Анис 140 1.8м 1Y (63),Дорожка обработанная Анис 140 1.8м 1Y (63),Дорожка обработанная,Товар,40.48,585.2368,8
265,412,Дорожка обработанная Анис 900 1.8м 1Y (63),Дорожка обработанная Анис 900 1.8м 1Y (63),Дорожка обработанная,Товар,89.11,549.48921,39
266,413,Дорожка обработанная Апрель 170 1.2м 1Y (42),Дорожка обработанная Апрель 170 1.2м 1Y (42),Дорожка обработанная,Товар,23.2,388.9001,6
267,414,Дорожка обработанная Ваниль 140 1.5м 1Y (52.5),Дорожка обработанная Ваниль 140 1.5м 1Y (52.5),Дорожка обработанная,Товар,18.92,92.0,51
268,415,Дорожка обработанная Вектор 500 1.4м 1Y (53.2),Дорожка обработанная Вектор 500 1.4м 1Y (53.2),Дорожка обработанная,Товар,18.65,709.1322200000001,85
269,416,Дорожка обработанная Грация 170 1.1м 1Y (36.3),Дорожка обработанная Грация 170 1.1м 1Y (36.3),Дорожка обработанная,Товар,42.87,258.1106,46
270,417,Дорожка обработанная Грация 170 1.1м 1Y (38.5),Дорожка обработанная Грация 170 1.1м 1Y (38.5),Дорожка обработанная,Товар,62.11,126.7825,86
271,420,Дорожка обработанная Имбирь 140 1.3м 1Y (45.5),Дорожка обработанная Имбирь 140 1.3м 1Y (45.5),Дорожка обработанная,Товар,52.93,547.28952,71
272,421,Дорожка обработанная Импульс 500 1.0м 1Y (37),Дорожка обработанная Импульс 500 1.0м 1Y (37),Дорожка обработанная,Товар,87.31,702.6129099999999,62
273,422,Дорожка обработанная Импульс 500 1.1м 1Y (38.5),Дорожка обработанная Импульс 500 1.1м 1Y (38.5),Дорожка обработанная,Товар,52.74,654.3449099999999,96
274,423,Дорожка обработанная Искра 315 1.4м 1Y (39.2),Дорожка обработанная Искра 315 1.4м 1Y (39.2),Дорожка обработанная,Товар,55.1,3306.0,60
275,424,Дорожка обработанная Искра 315 1.8м 1Y (73.8),Дорожка обработанная Искра 315 1.8м 1Y (73.8),Дорожка обработанная,Товар,18.69,223.4167,87
276,425,Дорожка обработанная Калейдоскоп 170 1.0м 1Y (35),Дорожка обработанная Калейдоскоп 170 1.0м 1Y (35),Дорожка обработанная,Товар,58.17,576.33505,92
277,426,Дорожка обработанная Калейдоскоп 170 1.1м 1Y (38.5),Дорожка обработанная Калейдоскоп 170 1.1м 1Y (38.5),Дорожка обработанная,Товар,41.52,701.29105,52
278,427,Дорожка обработанная Камелия 315 1.5м 1Y (52.5),Дорожка обработанная Камелия 315 1.5м 1Y (52.5),Дорожка обработанная,Товар,8.24,134.1104,16
279,430,Дорожка обработанная Камелия 500 0.8м 1Y (28),Дорожка обработанная Камелия 500 0.8м 1Y (28),Дорожка обработанная,Товар,43.68,490.21403,2
280,431,Дорожка обработанная Камелия 500 1.3м 1Y (45.5),Дорожка обработанная Камелия 500 1.3м 1Y (45.5),Дорожка обработанная,Товар,7.36,4048.0,550
281,432,Дорожка обработанная Камелия 500 1.5м 1Y (52.5),Дорожка обработанная Камелия 500 1.5м 1Y (52.5),Дорожка обработанная,Товар,9.8,486.4762,8
282,433,Дорожка обработанная Камелия 600 1.2м 1Y (42),Дорожка обработанная Камелия 600 1.2м 1Y (42),Дорожка обработанная,Товар,4.63,320.1481,6
283,434,Дорожка обработанная Камелия 600 1.8м 1Y (63),Дорожка обработанная Камелия 600 1.8м 1Y (63),Дорожка обработанная,Товар,24.45,563.13765,35
284,435,Дорожка обработанная Квазар 600 1.3м 1Y (45.5),Дорожка обработанная Квазар 600 1.3м 1Y (45.5),Дорожка обработанная,Товар,24.97,584.1458200000001,48
285,436,Дорожка обработанная Квазар 600 1.5м 1Y (52.5),Дорожка обработанная Квазар 600 1.5м 1Y (52.5),Дорожка обработанная,Товар,32.41,734.23788,94
286,437,Дорожка обработанная Комета 600 1.0м 1Y (35),Дорожка обработанная Комета 600 1.0м 1Y (35),Дорожка обработанная,Товар,16.88,665.11225,2
287,440,Дорожка обработанная Лада 170 1.8м 1Y (63),Дорожка обработанная Лада 170 1.8м 1Y (63),Дорожка обработанная,Товар,8.14,96.0,14
288,441,Дорожка обработанная Лилия 315 1.5м 1Y (52.5),Дорожка обработанная Лилия 315 1.5м 1Y (52.5),Дорожка обработанная,Товар,43.75,635.2778099999999,25
289,442,Дорожка обработанная Олимп 170 1.0м 1Y (35),Дорожка обработанная Олимп 170 1.0м 1Y (35),Дорожка обработанная,Товар,74.21,749.55583,29
290,443,Дорожка обработанная Олимп 600 0.8м 1Y (40),Дорожка обработанная Олимп 600 0.8м 1Y (40),Дорожка обработанная,Товар,43.67,863.3768699999999,21
291,444,Дорожка обработанная Паркет 170 0.9м 1Y (31.5),Дорожка обработанная Паркет 170 0.9м 1Y (31.5),Дорожка обработанная,Товар,12.38,776.9606,88
292,445,Дорожка обработанная Паркет 500 0.8м 1Y (28),Дорожка обработанная Паркет 500 0.8м 1Y (28),Дорожка обработанная,Товар,96.69,934.90308,46
293,446,Дорожка обработанная Рамонда 315 0.9м 1Y (27),Дорожка обработанная Рамонда 315 0.9м 1Y (27),Дорожка обработанная,Товар,92.87,488.4532,56
294,447,Дорожка обработанная Рамонда 315 1.1м 1Y (27.5),Дорожка обработанная Рамонда 315 1.1м 1Y (27.5),Дорожка обработанная,Товар,96.94,286.27724,84
295,450,Дорожка обработанная Рамонда 600 0.8м 1Y (28),Дорожка обработанная Рамонда 600 0.8м 1Y (28),Дорожка обработанная,Товар,51.59,978.50455,2
296,451,Дорожка обработанная Сандра 170 1.0м 1Y (35),Дорожка обработанная Сандра 170 1.0м 1Y (35),Дорожка обработанная,Товар,81.1,148.11989,48
297,452,Дорожка обработанная Сигма 105 0.9м 1Y (31.5),Дорожка обработанная Сигма 105 0.9м 1Y (31.5),Дорожка обработанная,Товар,35.73,599.21402,27
298,453,Дорожка обработанная Фортуна 315 2.0м 1Y (70),Дорожка обработанная Фортуна 315 2.0м 1Y (70),Дорожка обработанная,Товар,88.74,636.56438,64
299,454,Дорожка обработанная Шафран 170 0.8м 1Y (28),Дорожка обработанная Шафран 170 0.8м 1Y (28),Дорожка обработанная,Товар,55.15,722.39818,3
300,455,Дорожка Сити,Дорожка Сити,Ковролин БРЕСТ (Беларусь) ,Товар,69.81,336.23456,16
301,456,Дорожка Сфинкс,Дорожка Сфинкс,Ковролин БРЕСТ (Беларусь) ,Товар,77.76,380.29548,8
302,457,Дорожки Ideal,Дорожки Ideal,Ковролин Ideal,Товар,72.59,370.26858,3
303,460,Дорожки влаговпитывающие ,Дорожки влаговпитывающие ,Коврики влаговпитывающие,Товар,58.67,952.55853,84
304,461,Дорожки Стандарт ,Дорожки Стандарт ,Альфа,Товар,53.51,93.4976,43
305,462,Доска обрезная,Доска обрезная,Строительные товары двери,Товар,15.62,649.10137,38
306,463,Доставка,Доставка,Услуги,Услуга,64.64,88.0,17
307,464,Доступ к порталу Закупай,Доступ к порталу Закупай,Услуги,Услуга,36.45,934.3404400000001,3
308,465,Дрезден (снят),,Паркетная доска,Товар,58.7,512.2973099999999,84
309,466,Духовой шкаф NEFF,Духовой шкаф NEFF,Строительные товары двери,Товар,83.88,813.68194,44
310,467,дырокол 6760 до 60л,дырокол 6760 до 60л,Материалы,Материал,74.67,772.57645,24
311,470,Жалюзи,Жалюзи,Материалы,Материал,95.32,778.74158,96
312,471,Желоб,Желоб,Строительные товары двери,Товар,69.56,804.55926,24
313,472,Жесткие диски ,Жесткие диски ,Материалы,Материал,25.89,971.25139,19
314,473,Жесткие диски SATA для десктопов,Жесткие диски SATA для десктопов,Материалы,Материал,70.57,265.18701,5
315,474,Жесткие диски SSD SATA 2.5,Жесткие диски SSD SATA 2.5,Материалы,Материал,11.5,863.9536,15
316,475,Журнал по ПБ,Журнал по ПБ,Материалы,Материал,90.22,501.452,22
317,476,Зажим для бумаги,Зажим для бумаги,Материалы,Материал,12.84,779.10002,36
318,477,Замок видеодомофона,Замок видеодомофона,Материалы,Материал,9.37,669.6268,53
319,500,Замок дверной,Замок дверной,Материалы,Материал,30.6,911.2787599999999,6
320,501,запасные салфетки для губок и досок 100шт,запасные салфетки для губок и досок 100шт,Материалы,Материал,8.89,391.3475,99
321,502,Звукоизоляционный матТЗИ 10х1.5м,Звукоизоляционный матТЗИ 10х1.5м,Строительные товары двери,Товар,22.99,668.1535700000001,32
322,503,Звукоизоляция ROCKWOOL 1000х600х27 (7.2 кв. м) ,Звукоизоляция ROCKWOOL 1000х600х27 (7.2 кв. м) ,Строительные товары двери,Товар,79.1,45087.0,570
323,504,Звукоизоляция Техноэласт 1х10м (рулон),Звукоизоляция Техноэласт 1х10м (рулон),Строительные товары двери,Товар,27.27,786.21434,22
324,505,Знак по ПБ 100*250мм,Знак по ПБ 100*250мм,Материалы,Материал,35.22,794.2796400000001,68
325,506,Изготовление визитных карточек,Изготовление визитных карточек,Услуги,Услуга,17.68,40.707,2
326,507,Интернет,Интернет,Услуги,Услуга,70.72,808.57141,76
327,510,Информационно-консультационные услуги,Информационно-консультационные услуги,Услуги,Услуга,77.1,444.34192,44
328,511,Информационно-справочное обслуживание,Информационно-справочное обслуживание,Услуги,Услуга,90.33,345.31163,85
329,512,Искусственная трава,,Ковролин,Товар,22.58,643.14518,94
330,513,Искусственная трава,Искусственная трава,Искусственная трава,Товар,42.81,644.27569,64
331,514,Искусственная трава 10мм,Искусственная трава 10мм,Искусственная трава,Товар,13.58,645.8759,1
332,515,Искусственная трава Гринлэнд,Искусственная трава Гринлэнд,Искусственная трава,Товар,93.44,747.69799,68
333,516,Искусственная трава коврики ,Искусственная трава коврики ,Искусственная трава,Товар,11.69,859.10041,71
334,517,Источник бесперебойного питания,Источник бесперебойного питания,Строительные товары двери,Товар,80.7,549.44304,3
335,520,Источники бесперебойного питания,Источники бесперебойного питания,Материалы,Материал,73.46,481.35334000000006,26
336,521,Кабель ,Кабель ,Материалы,Материал,94.23,395.3722,85
337,522,Кабель ВВГнг  3х10,Кабель ВВГнг  3х10,Строительные товары двери,Товар,24.87,456.1134,72
338,523,Кабель ВВГнг  3х2.5,Кабель ВВГнг  3х2,Строительные товары двери,Товар,40.22,315.12669,3
339,524,Кабель ВВГнг-П  3х4,Кабель ВВГнг-П  3х4,Строительные товары двери,Товар,65.15,898.58504,7
340,525,Кабель ВВГнг-П  3х6,Кабель ВВГнг-П  3х6,Строительные товары двери,Товар,20.55,990.20344,5
341,526,"Кабель ППГнг (А)-HF 3х2,5ок-0,66","Кабель ППГнг (А)-HF 3х2,5ок-0,66",Строительные товары двери,Товар,50.2,187.9353,74
342,527,"Кабель ТПП эп 10х2х0,5-200",Кабель ТПП эп 10х2х0,Строительные товары двери,Товар,6.5,78.471,9
343,530,Калькулятор ,Калькулятор ,Материалы,Материал,87.45,924.80803,8
344,531,Камень ,Камень ,Строительные товары двери,Товар,50.2,678.33913,56
345,532,Камера (охрана),Камера (охрана),Материалы,Материал,85.56,963.82394,28
346,533,Кант пристенный,Кант пристенный,Материалы,Материал,98.51,870.8570300000001,7
347,534,Карандаш чернографитный KOH-I-NOOR,Карандаш чернографитный KOH-I-NOOR,Материалы,Материал,93.75,682.63937,5
348,535,Карандаш чернографитный KOH-I-NOOR (шт),Карандаш чернографитный KOH-I-NOOR (шт),Материалы,Материал,16.88,788.13301,44
349,536,Карнизная планка,Карнизная планка,Строительные товары двери,Товар,35.59,469.16691,71
350,537,Карпеты обработанные,,Ковролин,Товар,52.93,662.3503900000001,66
351,540,Карпеты обработанные,Карпеты обработанные,Карпеты обработанные,Товар,85.79,125.10723,75
352,541,Карпеты обработанные Ажур 500 0.8*1.25 1Y (1),Карпеты обработанные Ажур 500 0.8*1.25 1Y (1),Карпеты обработанные,Товар,84.38,860.72566,8
353,542,Карпеты обработанные Аура 315 0.8*1.25 1Y (1),Карпеты обработанные Аура 315 0.8*1.25 1Y (1),Карпеты обработанные,Товар,43.96,32.0,17
354,543,Карпеты обработанные Аура 500 0.8*1.25 1Y (1),Карпеты обработанные Аура 500 0.8*1.25 1Y (1),Карпеты обработанные,Товар,70.16,479.33606,64
355,544,Карпеты обработанные Квазар 500 0.8*1.25 1Y (1),Карпеты обработанные Квазар 500 0.8*1.25 1Y (1),Карпеты обработанные,Товар,51.56,710.36607,6
356,545,Карпеты обработанные Магнолия 315 0.8*1.25 1Y (1),Карпеты обработанные Магнолия 315 0.8*1.25 1Y (1),Карпеты обработанные,Товар,60.82,871.5297400000001,22
357,546,Карпеты обработанные Магнолия 500 0.8*1.25 1Y (1),Карпеты обработанные Магнолия 500 0.8*1.25 1Y (1),Карпеты обработанные,Товар,26.18,909.2379699999999,62
358,547,Карпеты обработанные Магнолия 600 0.8*1.25 1Y (1),Карпеты обработанные Магнолия 600 0.8*1.25 1Y (1),Карпеты обработанные,Товар,10.38,695.7214,1
359,550,Карпеты обработанные Родос 315 0.8*1.25 1Y (1),Карпеты обработанные Родос 315 0.8*1.25 1Y (1),Карпеты обработанные,Товар,54.5,433.23598,5
360,551,Карпеты обработанные Родос 500 0.8*1.25 1Y (1),Карпеты обработанные Родос 500 0.8*1.25 1Y (1),Карпеты обработанные,Товар,78.19,103.8053,57
361,552,Карпеты обработанные Родос 600 0.8*1.25 1Y (1),Карпеты обработанные Родос 600 0.8*1.25 1Y (1),Карпеты обработанные,Товар,81.22,274.22254,28
362,553,Карта доступа,Карта доступа,Материалы,Материал,30.53,670.20455,1
363,554,Карта СЗ регион,Карта СЗ регион,Материалы,Материал,55.87,501.2799,87
364,555,"Каталог ""Синтелон""","Каталог ""Синтелон""",Материалы,Товар,84.97,966.8208099999999,2
365,556,КВК,КВК,Материалы,Материал,61.83,721.44579,43
366,557,Кирпич,Кирпич,Строительные товары двери,Товар,20.35,138.2808,3
367,560,Кисть,Кисть,Материалы,Материал,85.31,483.41204000000005,73
368,561,Клавиатура,Клавиатура,Материалы,Материал,68.33,391.26717,3
369,562,Клавиатура+мышь (комплект),Клавиатура+мышь (комплект),Материалы,Материал,95.71,103.9858,13
370,563,Кладочная смесь 25кг,Кладочная смесь 25кг,Строительные товары двери,Товар,14.5,3074.0,212
371,564,Кладочный раствор,Кладочный раствор,Строительные товары двери,Товар,92.4,48048.0,520
372,565,Клеевой раствор,Клеевой раствор,Строительные товары двери,Товар,55.25,866.4784599999999,5
373,566,Клей Bostik KU 320 (20кг),Клей Bostik KU 320 (20кг),Строительные товары двери,Товар,55.41,660.3657,6
374,567,Клей Forbo Erfurt 522 (13кг),Клей Forbo Erfurt 522 (13кг),Строительные товары двери,Товар,68.7,59769.0,870
375,570,Клей Forbo Erfurt 522 (20кг),Клей Forbo Erfurt 522 (20кг),Строительные товары двери,Товар,46.3,664.30563,92
376,571,Клей Forbo Erfurt 523 (12кг),Клей Forbo Erfurt 523 (12кг),Строительные товары двери,Товар,20.84,240.5001,6
377,572,Клей Homakoll 208 (14кг),Клей Homakoll 208 (14кг),Строительные товары двери,Товар,1.46,783.1143,18
378,573,Клей д/пвх дисперсионный ARLOK 35 / 6.5 кг,Клей д/пвх дисперсионный ARLOK 35 / 6.5 кг,Строительные товары двери,Товар,5.91,662.3912,42
379,574,Клей дисперсионный ARLOK 33 / 14 кг / 55011,Клей дисперсионный ARLOK 33 / 14 кг / 55011,Строительные товары двери,Товар,12.23,315.3852,45
380,575,Клей универсальный,Клей универсальный,Строительные товары двери,Товар,86.54,738.63866,52
381,576,Клей-карандаш,Клей-карандаш,Материалы,Материал,58.25,407.23707,75
382,577,Клейкая лента (скотч),Клейкая лента (скотч),Материалы,Материал,60.18,378.22747999999996,4
383,600,Клейкие закладки 5 цв.,Клейкие закладки 5 цв.,Материалы,Материал,45.32,351.15907000000004,32
384,601,Ключ,Ключ,Материалы,Материал,47.1,958.45035,58
385,602,Коврик д/мыши,Коврик д/мыши,Материалы,Материал,43.59,892.3888199999999,28
386,603,Коврик игольчатые,Коврик игольчатые,Коврики влаговпитывающие,Товар,85.57,368.31489,76
387,604,Коврик резиновый,Коврик резиновый,Материалы,Материал,17.63,83.0,41
388,605,Коврик ячеистый,Коврик ячеистый,Коврики влаговпитывающие,Товар,98.83,312.30834,96
389,606,Коврик ячеистый резиновый,Коврик ячеистый резиновый,Коврики влаговпитывающие,Товар,77.48,377.29209,96
390,607,Коврики,,Ковролин,Товар,77.92,496.38648,32
391,610,Коврики ,Коврики ,Коврики,Товар,59.28,538.31892,64
392,611,Коврики PRINT 0.4*0.6 YB (0.24),Коврики PRINT 0.4*0.6 YB (0.24),Коврики,Товар,1.5,1494.0,996
393,612,Коврики PRINT 0.4*0.6 КО (0.24),Коврики PRINT 0.4*0.6 КО (0.24),Коврики,Товар,10.27,349.3584,23
394,613,Коврики PRINT 0.4*0.7 LO (0.28),Коврики PRINT 0.4*0.7 LO (0.28),Коврики,Товар,93.17,346.32236,82
395,614,Коврики влаговпитывающие,,,Товар,53.63,801.42957,63
396,615,Коврики влаговпитывающие,Коврики влаговпитывающие,Коврики влаговпитывающие,Товар,56.47,842.47547,74
397,616,Коврики Д/В,Коврики для ванной,Коврики для ванной высокий ворс,Товар,88.93,198.17608,14
398,617,Коврики Д/В Принт,,Коврики для ванной принт,Товар,26.9,679.17715,11
399,620,Коврики Д/В Принт Авеню 136 0.4*0.6 КО (0.24),Коврики Д/В Принт Авеню 136 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,10.79,394.4251,26
400,621,Коврики Д/В Принт Астра 500 0.4*0.6 КО (0.24),Коврики Д/В Принт Астра 500 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,12.2,5917.0,485
401,622,Коврики Д/В Принт Атом 170 0.4*0.7 КО (0.28),Коврики Д/В Принт Атом 170 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,76.73,38365.0,500
402,623,Коврики Д/В Принт Атом 170 0.57*0.8 КО (0.46),Коврики Д/В Принт Атом 170 0.57*0.8 КО (0.46),Коврики для ванной принт,Товар,40.21,866.34821,86
403,624,Коврики Д/В Принт Атом 170 0.57*0.9 КО (0.513),Коврики Д/В Принт Атом 170 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,96.84,817.7911799999999,28
404,625,Коврики Д/В Принт Бергамо 315 0.5*0.8 КО (0.4),Коврики Д/В Принт Бергамо 315 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,6.4,726.4646,4
405,626,Коврики Д/В Принт Бергамо 500 0.5*0.8 КО (0.4),Коврики Д/В Принт Бергамо 500 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,28.38,575.16318,5
406,627,Коврики Д/В Принт Венето 500 0 0.57*0.9 КО (0.513),Коврики Д/В Принт Венето 500 0 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,42.93,313.13437000000005,9
407,630,Коврики Д/В Принт Венето 500 0.5*0.8 КО (0.4),Коврики Д/В Принт Венето 500 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,41.93,421.17652000000004,53
408,631,Коврики Д/В Принт Венето 600 0 0.57*0.9 КО (0.513),Коврики Д/В Принт Венето 600 0 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,11.52,838.9653,76
409,632,Коврики Д/В Принт Венето 600 0.5*0.8 КО (0.4),Коврики Д/В Принт Венето 600 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,80.13,109.8734,17
410,633,Коврики Д/В Принт Ветка 190 0.57*0.8 КО (0.46),Коврики Д/В Принт Ветка 190 0.57*0.8 КО (0.46),Коврики для ванной принт,Товар,39.76,294.11689,44
411,634,Коврики Д/В Принт Волны 500 0.4*0.6 КО (0.24),Коврики Д/В Принт Волны 500 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,94.23,624.58799,52
412,635,Коврики Д/В Принт Гаваи 530 0.5*0.8 КО (0.4),Коврики Д/В Принт Гаваи 530 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,44.69,235.10502000000002,15
413,636,Коврики Д/В Принт Гаити 500 0.5*0.8 КО (0.4),Коврики Д/В Принт Гаити 500 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,27.42,836.22923,12
414,637,Коврики Д/В Принт Городок 510 0.4*0.7 КО (0.28),Коврики Д/В Принт Городок 510 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,58.9,914.5383400000001,6
415,640,Коврики Д/В Принт Дельфины 500 0.4*0.6 КО (0.24),Коврики Д/В Принт Дельфины 500 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,98.48,96.0,27
416,641,Коврики Д/В Принт Капелька 170 0.57*0.6 КО (0.35),Коврики Д/В Принт Капелька 170 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,68.76,512.35205,12
417,642,Коврики Д/В Принт Капелька 170 0.57*0.9 КО (0.513),Коврики Д/В Принт Капелька 170 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,22.73,778.17683,94
418,643,Коврики Д/В Принт Клетка 600 0.57*0.8 КО (0.46),Коврики Д/В Принт Клетка 600 0.57*0.8 КО (0.46),Коврики для ванной принт,Товар,64.29,756.48603,24
419,644,Коврики Д/В Принт Корсика 730 0.5*0.8 КО (0.4),Коврики Д/В Принт Корсика 730 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,26.3,369.9605,7
420,645,Коврики Д/В Принт Куба 750 0.5*0.8 КО (0.4),Коврики Д/В Принт Куба 750 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,4.12,360.1483,2
421,646,Коврики Д/В Принт Мальва 315 0.5*0.8 КО (0.4),Коврики Д/В Принт Мальва 315 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,69.2,403.27815,6
422,647,Коврики Д/В Принт Мальва 500 0.5*0.8 КО (0.4),Коврики Д/В Принт Мальва 500 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,86.5,422.36312999999996,1
423,650,Коврики Д/В Принт Мальва 600 0.5*0.8 КО (0.4),Коврики Д/В Принт Мальва 600 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,17.85,527.9406,95
424,651,Коврики Д/В Принт Модена 315 0.5*0.8 КО (0.4),Коврики Д/В Принт Модена 315 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,44.29,462.20460999999995,98
425,652,Коврики Д/В Принт Модена 600 0.5*0.8 КО (0.4),Коврики Д/В Принт Модена 600 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,77.72,893.6940300000001,96
426,653,Коврики Д/В Принт Море 135 0.4*0.6 КО (0.24),Коврики Д/В Принт Море 135 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,81.87,376.30782999999997,12
427,654,Коврики Д/В Принт Орнамент 170 0.4*0.7 КО (0.28),Коврики Д/В Принт Орнамент 170 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,55.34,886.4903099999999,24
428,655,Коврики Д/В Принт Орнамент 170 0.57*0.6 КО (0.35),Коврики Д/В Принт Орнамент 170 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,47.52,132.6272,64
429,656,Коврики Д/В Принт Парма 500 0.5*0.8 КО (0.4),Коврики Д/В Принт Парма 500 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,67.75,565.38278,75
430,657,Коврики Д/В Принт Песок 136 0.4*0.7 КО (0.28),Коврики Д/В Принт Песок 136 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,64.9,601.38518,9
431,660,Коврики Д/В Принт Песок 136 0.57*0.6 КО (0.35),Коврики Д/В Принт Песок 136 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,42.79,658.28155,82
432,661,Коврики Д/В Принт Плитка 170 0.57*0.6 КО (0.35),Коврики Д/В Принт Плитка 170 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,7.72,979.7557,88
433,662,Коврики Д/В Принт Подсолнухи 630 0.4*0.6 КО (0.24),Коврики Д/В Принт Подсолнухи 630 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,26.35,327.8616,45
